deposit_address,confidence,deposit_address_validator_count,withdrawal_addresses,avg_activation_epoch,related_withdrawal_address_validator_count
0x540aceeda8ea2980d27f97ce806f0369200ff069,0.9990532,3,[],9864,
0x339f1aec4a066409c4dc24203dd060a6979acaef,0.9990527,1,[0x3adc74de8953f4312f8ce6ce672cffeeb9ce594a],14602,1
0xfd312b2c0048a913d9f14fef774c9b7b7ef708eb,0.9990523,1,[0xdbb5387fe87a220ca822f74f1b8c31346f4ef2bb],11229,1
0xa6fae83f2fc898dae0fbc6f935f5354c879e1537,0.99905217,1,[0xa6fae83f2fc898dae0fbc6f935f5354c879e1537],19455,1
0x89678c2e50f756136afed11e20af415596764263,0.99905,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],314,164
0x4cb593c27ead5fa47a95ff464a604963e162f7bc,0.99904555,10,[0xc73fb45efaff9c973be047c73e58cd196531ebc6],16968,10
0x00c18ec0e6ea337f99c978ea010ca06e5a0d5ad3,0.99904495,1,[0x00c18ec0e6ea337f99c978ea010ca06e5a0d5ad3],1111,1
0x56446712b219fcc34a5604f5e7af5d50d65b6647,0.9990434,15,[0x56446712b219fcc34a5604f5e7af5d50d65b6647],68458,15
0x5c3bd890854e0f118fa523cf7064ee8c97f498d7,0.99904096,1,[0x1c4d09d1f0b02774196031717e9328f74fff678d],0,7
0x38e237cd0326e126a336fac87704da92843873f2,0.9990409,1,[0x4199343ad97eb1050045981b321728b42e2c8d04],14355,1
0x2814ec2df5196411dc2bfa768ade86139dae5c26,0.9990396,1,[0xc257c799325635e7781d33a3135476c56358a2e9],17219,1
0xea09086675f2f5b5b0156e8ac71f4a3501559b8a,0.9990393,1,[0xea09086675f2f5b5b0156e8ac71f4a3501559b8a],42521,1
0x00dfafe584ba7097a39cd8f45286f5247fd540f3,0.99903864,1,[],8651,
0x83ae8cab5f3ddf3a0292408297445f6654bf316a,0.9990373,1,[],0,
0xcbe3f43fa993e35a1209d09b60d3b53f7b784ebd,0.99903613,93,[0xbc87c1c4eb04a09eb26632a2cca5fdcf2cdfb083],57867,113
0x4054bc23cfe5239fe8e03e442505e108d5689ebe,0.9990357,1,[],8749,
0x185da31bc13d479f0c57e5f74327ca96b5d2423e,0.9990357,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x748021abb62e2dc3e965bfad01a5bcb57cef80d8,0.99903363,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0xe158dcc1779fce4c48c8d3155ec35fae7c52d093,0.9990323,1,[0xe158dcc1779fce4c48c8d3155ec35fae7c52d093],0,1
0xb555fd407896b30a11ace1823404187614159a2e,0.99903226,2,[0x5a7892b7b46974ec119467595a75ef176484c16a],1533,2
0x2f5c5272f417e6850f38368ad3df356aa1eb711b,0.9990307,1,[],13146,
0x3a0fdcacf47633200e2622547fe32c31b8aa140d,0.9990298,1,[],1049,
0x6fc49a82e6da249928ef7426b8b5137e6aab2d1b,0.99902594,1,[0xf316658df63de0488226d6049e6a98d10ea19718],61522,1
0x56d037d72acdbf7c43b5addb6e5c8327f9ac00cc,0.9990258,1,[],0,
0x96d715f2d1e6728c09efeaf2e3bb75f7b4a0a808,0.9990254,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x4a5ad103ec7366a813f0dbec5acca43d50d348b4,0.99902207,1,[0x4a5ad103ec7366a813f0dbec5acca43d50d348b4],81449,1
0xcd9a9008e9c1ace453033660c8a997bd4b548228,0.9990213,1,[0xcd9a9008e9c1ace453033660c8a997bd4b548228],134056,1
0x7cb4bef6727132fac47ca8c663964d6341d70778,0.9990206,5,[0x291b7113ef6e781622bc1d36a13e98dbc8d43c63],132168,18
0x2913cca210db0b4127e49cca419bdc2cd285f1d5,0.9990201,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x109aeaa7387586f9636acc78352099930aebe08a,0.9990163,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],189,164
0xf8568659a4d6ad32ea12edfe4ff9da141e4c1f7c,0.9990156,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x6f2b4c13b4553adec5b6a41a23e34bdd877a9c4b,0.99901474,1,[0x1c4d09d1f0b02774196031717e9328f74fff678d],0,7
0x621351604e300f3f4990aafcc17d0bb23f98ff6e,0.999014,4,[],0,
0x1fd72bc1c0e927e8f2fee4d280f3b0ffef7aa2f6,0.9990123,1,[0x522e94b072b1904986fd7c65be5d043013fe56fd],26219,1
0x716d9a418f2e8c573edc3bf0474fe502578792a2,0.99900925,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],203,164
0x98edfd1bb9df74f02b4a245efcd7ff977b1cb82b,0.99900585,1,[],17002,
0x6c4fba936b9094708d0e3fcdf1bb4f951b29a26c,0.99900496,2,[0x6c4fba936b9094708d0e3fcdf1bb4f951b29a26c],46645,2
0xb3d8dc6b0c9fec01afbc69e282ef720e2ef412d4,0.9990046,25,[0x9475e4bfdfadb5cf4ce7cf805044c0db5a8a6f8e],1801,154
0x3734fa3983a15d2f30fe1f5aca4672a160e9ae73,0.99900234,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],159,164
0x59abf9180d61a5cefd3b1f811fe7575818017503,0.99899995,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],160,164
0xfa91288b3033d095992cf3cb0b0e54b807c3c2ac,0.9989996,1,[0xdca57adda5b9c7c13a424fa088746ba7951cfe01],0,1
0xccdb645cca8fd6dd4c38e9d611382528f9410bac,0.99899685,2,[],2892,
0x5f6c9b3ab8bf3c916b820e4beb91a802a6feced7,0.99899673,10,[0x8438edca02ca152bb644adced2f7df7df5e61c49],19357,10
0x41f6b8ae5f005b385dda58f3647ca43a3af18819,0.99899596,1,[],54892,
0x16ad4e68c2e1d312c01098d3e1cfc633b90dff46,0.9989931,25,[0x16ad4e68c2e1d312c01098d3e1cfc633b90dff46],23770,25
0x858f164d8f95de7a70d343f5d61f12873a1717be,0.99899024,25,[0x9475e4bfdfadb5cf4ce7cf805044c0db5a8a6f8e],1813,154
0xf415fb9945cf699f079262157bce66b2ce087074,0.9989902,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x6327d52e243a34e28312e0063d516cddcac223b0,0.99898946,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],232,164
0xb9206426ab533c56b4aef1459264ea3ac32ba00c,0.9989889,1,[0x1c4d09d1f0b02774196031717e9328f74fff678d],0,7
0x789200752089cd20a7eedeaab50721363d143f23,0.9989889,1,[0x1c4d09d1f0b02774196031717e9328f74fff678d],0,7
0xded0a033e290b1a52c62d0cfa541050633bf6da8,0.99898887,9,[],83836,
0x3b68d6ee53ba634f60c1a015fa0a32dd949fe37b,0.99898845,1,[0x0de601d5e472e75bdad7fa098de31226a9fb10d2],16951,1
0xd5c5625499125ec9bacfd72a0f9cf5dbd98ac5fa,0.9989873,1,[0x97d7557165877129b4740d6bf8fdba675e1c138e],84415,1
0x403479a6227e890cbe8dbe08311997b4ad34b55c,0.99898696,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],310,164
0x134550a785088227583a6835e7fb8abfd6ee86fa,0.99898386,1,[0xe8b82bc56317d04f744aeb4cd8d6f54a6e4b2068],0,1
0x577e6aaed0860a59a5db65a87c9b0f023e48d3eb,0.99898285,1,[0x577e6aaed0860a59a5db65a87c9b0f023e48d3eb],143850,1
0x7dc72195921c84903671fa5d0683f58bd8e72b87,0.99898124,1,[0xccbfba5596d00260c3d14d453070b89c33a7d1bb],87594,1
0x639ead795fbd6a04a83478840a2223a3c6c1739e,0.9989811,1,[0xe4e1d4931eb8dfbd0de400ab06ba85da16e64ecd],82991,1
0x88659f75f489d35cf749ab713e59e82fd9aac483,0.99897975,7,[],0,
0x6d97260950c1da8fbe3e1a81eaffb268c3db30a0,0.9989784,1,[0x0aa1fd37f69a76fd4fea2b73b7f144758b7c2494],2411,1
0x0e6bd3f01ea1c25979ea318c62ea8864fa9e5586,0.998976,2,[],110306,
0x5950a5c2fd90aca55a8e2f78b5d4708173b56f05,0.9989738,11,[0xabd6c51de173f356d8b845b9b72d904dff00d746],6037,156
0xcfb9ad5cff426b5c07d5aca4ad9851869bdfc9da,0.99897134,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],181,164
0x881072f30a5fb6778a26c22112323dcf120b9aff,0.99897057,4,"[0xd4d0d287e0fd78494e603dc46ad441e993d318bc,0xe68f32c1eaced3a4fefd69bc45b855ed41fff8f2,0x494ff7a63236964e7b315842ceebc876d296c4df,0xf8b445a29204db047be994532a050236c7508f3b]",133753,4
0x3d1a0c88955b52a4e0c29d310612346daa39bd9f,0.99897015,2,[],0,
0x5fa461d7d26b069a3c22893b10ee83f93d3292c7,0.99896777,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x160132b5e7924a7f115a098eab0974b59a2f7962,0.99896485,1,[0x160132b5e7924a7f115a098eab0974b59a2f7962],20511,1
0x7af638c962f7c427cfd1ec42c1e32f1c618aacc2,0.9989614,29,"[0x54f853d5d376766736390c8e1bee66700a1baf1a,0x9945ba01f01eb5edd20d2778dc77d6cca337e322,0x57aaf2b9b506f64b65c78b4744236f7411635b22,0x5dd79b51134a7439f10f51d80846d25a174a1bef,0xa4507368a18933f1adf4a50f0dabbb336146c770,0xcbf784a332d3e4b0f9831aeac22b23424c3f45ff,0x0502dd9dedc32c3c7a8a030d90835199c19f2c23,0x50ec127f52ba510bc85db4cba7503f755eaf34f9,0xa2403eaecbb0a2b2397ed784b0d4114444b61708,0xcfd810f2400eb0e74f887e809f89eb9fe8d4ac24,0x12957ae977a860d7c2b409e905e0c42b35157f2a,0xb920285459f1d1882f672e3fc5b0f67c74d4c3c4,0x3ba863d277cdfbd534ff638b9352373ab35f5108,0x14660cce2a67ad3f14441814a172ee66b872eacc,0x94ad1a2fef4663e081548f31c5b4f974168d53e2,0xa967ad5175601a5ba6c3056139d0e22e6b7657c1,0x2c3f8d5ce4e2229428528f33a576ff7fbe2045a6,0xebd0fdf1dc2950b67a313274953a0dcc9ae4381d,0xafb71dc33370545609414ac1f7e56d86208b74b0,0xba3fb57ce13c529069bb082357df339d77497756,0xd34c39a428cf8cab59fbe3c291499339674e721e,0xb55752b528629586f99f4a6bd788528df274a6a8,0xb4b387b0c1367f1dc02f5dae6318c8c1af45c3b4,0xe10c9dea0aa1f9d6c4a5d37947973277cdd4b217,0xdc695b258967351c3f943ff7351a57b01295efa8,0xd695e4d3d255767876847971c69d9f8782f688ae,0xcab4b26e243db1dcf10b05ed3feaeb5a18d1e43e,0xab61ff1f66aed1de919dd3925d605be4fc884d7e,0xa8fc4a5126135a6fd3043d14fbb33971b611629e]",93295,29
0x611c2b83f6b8e2651f15b1a8468d03bab10a47eb,0.99896115,1,[],152299,
0x9a1a5bfb7d6e6025686cca945f8104f41786d28d,0.9989602,5,"[0x98a21124922ad76feb2977ff8892a1cc196420af,0x500de3ff62bdbe19e401388917cb47793ac52d1f,0x5b2c0840e13d6de7dcf5494d1435e3702b7a1003,0x17b5bf92f51568960da7b62ffd57708feaafadd1,0xe2a2a766300b479b59b648d9ec8e568fcfeb586c]",80378,5
0x22310275a38f0c403177772ab8e53347942eb623,0.99895686,1,[0xbcb67e0238b3c007e217353ad8d6f75a91b511fa],4667,1
0xcce6a30857e51a87a1c5922396853426f4faeab2,0.99895597,2,[],0,
0xedd88ca63d7c0b9cf182afdee3852258f31961f9,0.9989558,100,[0x5501fc30dd94b183a997d339ebd753c3ef20f5d4],10389,100
0xa562bc461b25e470ab8f28ef8bcb4a904b53ee6b,0.9989548,1,[],1434,
0xbe9debf0f6eccbe43f1f74c1c26f7d7e4c9206f7,0.9989545,3,"[0x2ef05108417c1119e7c37eaf1e6e0c3e6f4103e0,0x9ebc4b9edceb57f562c13b2c3da50da54d3e345d,0x722e7e2c3eac547d9712ea609ce40def684f7f19]",144079,3
0xadd9eda4bd5cc3ce31ef0016ecb0ef3888197c44,0.9989526,17,[0xbc6574ebf8e32bb3de0284a3ab3283e5ed7c2c67],96311,17
0xc34f6a70731ecc444836479df619530b6d415da8,0.9989499,2,[0xcc9ade445b5944e89e9860a3392e60f0a5127569],0,2
0x3080fc98a410b21680910fc1aa018a9f61d28ceb,0.99894828,1,[0x3080fc98a410b21680910fc1aa018a9f61d28ceb],145066,1
0x82eecc11d7e32bc93f0c0357262b704de511fc57,0.99894655,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x4c0f7efd4fdafac47fb9f4fb447e2b747046017a,0.9989455,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0xf2d0780657a266be82bd7b014318695a818c7640,0.99893993,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],238,164
0xbc74e8639f23b66dd35883cb76f155be3222eea4,0.99893975,1,[0x1ff6f5f65b94d06e0dde3c4efc5fe5f342b01456],80255,1
0xeadae3b77254b7be328c4e5d304c4b77f7134ee2,0.998939,1,[],996,
0xda2369442b6e1b517515cc80dff1db36e1ccef74,0.99893594,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0xd16cff3d09df2a3e8946b9e82fec49967bb7f803,0.99893516,1,[],0,
0x98ad5ec0ddb614ac80c4144fdf50755161b0717f,0.99893355,1,[0x8da4e6f6226a1499b02ee8086dac815dc10ac792],152687,1
0x93b0dd6fec4e907e03ce39f890fca9ea046eca1e,0.9989325,1,[0x8732e8268d9dc15971cecfcbdbc8ba3f462f2867],128237,2
0xe599676bdde249b8d357dc76f1ccde116791844b,0.9989319,1,[0x906477c8a1640e956d1872f67880deb4adfb7246],3851,1
0x6812d073313f92bf315e961b06e816aa96a7309e,0.99893177,1,[],1571,
0x4d7365d2d86b532d585169af937ab183a49b5389,0.9989311,1,[0x0ef81fc447590513792cabe5afc7a952f266e826],45374,1
0x6521dca0728bd0895baaf8408603983744bcc578,0.99893045,1,[0x6521dca0728bd0895baaf8408603983744bcc578],20636,1
0x40be9f6914448b8982b9cc892c937d9c5092d08d,0.99892986,2,[0x22ff233af63f0a093c99ac061c942273f04b9279],365,3
0x42217c7b265a2e7a4c81da6a74db914f47b99a5e,0.99892485,1,[0x42217c7b265a2e7a4c81da6a74db914f47b99a5e],0,1
0xfe1e4447f5b124227fe45c5e7f0b9c878cf782c3,0.9989239,100,[0xfe1e4447f5b124227fe45c5e7f0b9c878cf782c3],43228,100
0x7ccd0a0a36b094cac6a992ba9051e404f92e1aea,0.9989239,1,[0x754ddbea6785f421178f7d0db639dfca3695b0e2],146920,1
0xdee0dc0481e1d6c2b9f61100fb2b74bbc7e017f3,0.9989228,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0xa35310ada4a861950b3b77198d7e327482e30342,0.9989208,2,[0xd66a68e9069a817d4bf690d594c0e63f22d3222d],23920,2
0xb90116d04395289786fb4385aed1ece360767c30,0.9989186,1,[0xa360073f37bc7ad82b73a2118564217e6d599744],0,1
0x50862e450ca2fb866203c8e021bb412279e66c45,0.9989152,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],162,164
0x51f60f7000c7117ffe9e814e44c28f01f26ee4e4,0.998915,16,[0x16dda8345dae93a631193c8b5ec3ae0f6e8520bb],71851,16
0x7656724502cabfb21c9bc8cc4e045414ed0d06ce,0.99891275,6,"[0xc74fbce72374f27292c75c8a3ebe791722167aed,0x9f047b3d4b861a6b38ce3e5b787bb9a8fb43e9f4,0xc3343d948e4e6d57b3e4919ac5fddec22768f797,0x20d0c7896ec22c0d23ea33f9c1ccb717abbf245d,0xd22ead31a0e696eac56d78e1296d5283ef80190d,0xe10ad0bdb7da7ece60221095d68c3f27ef2c820f]",82674,6
0x8ebd98bf0723725c966422b64f0184940e73c528,0.99891084,1,[0x8ebd98bf0723725c966422b64f0184940e73c528],6674,1
0x8fba8059673b1a632ce17449eb7a0e416d03cd82,0.9989073,1,[0x8fba8059673b1a632ce17449eb7a0e416d03cd82],74512,1
0x5fef0adc3ab0002373e333e891c8ec32881c8f4a,0.99890614,1,[],75497,
0xacd639413ed2531da99c405597c35e47a2396854,0.9989057,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x4cd8a8ab45916e4e51a02b8aa525aa7afad508c0,0.99890256,1,[],284,
0xf881032bcbeab9728a1573edd1ff09e40640715c,0.99889904,1,[0xf881032bcbeab9728a1573edd1ff09e40640715c],21582,1
0x6b5773ee65826328e3bbbf51413d4ec128528959,0.9988987,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x1ce94fd271ddce024d9b214db45b75ee690b1582,0.99889684,25,[0x6936f1f6d323ae6107bb45b834efe549fde4e437],109889,25
0x85b92ac0e9fd911f3dc5825bc0ba4fe4fba1d4da,0.9988919,3,"[0x16019877bfd61d58f58a61a7f17b3eaf2d36087f,0xf08e814a3c8521858cc84915a77b84a5f0e709ca,0xaeadafbd300ae65dd238aa21390b2895104ed272]",120552,3
0xe84e533a9f413469adb861ee86ee51a2446a7871,0.9988891,1,[0xe84e533a9f413469adb861ee86ee51a2446a7871],0,1
0x91d1dde1d76d2adf35c162171691d333ed0f7c0a,0.99888694,4,[0x91d1dde1d76d2adf35c162171691d333ed0f7c0a],12898,4
0xc640bc49c943f1369832bc6b27f6fe35a1d71cb8,0.9988869,1,[],490,
0x157eb3d3113bd3b597714d3a954edd018982a5cb,0.9988854,1,[],0,
0xb10bafa47bf958fbb87e47338de1abf2bf9dd5ac,0.9988837,1,[],3593,
0x1c3842f90ac744cfcc3820307929bb77a15eecce,0.9988835,49,[0xf60f75686413f88c99e91f0784ba716292ccd32a],129201,49
0x3dfc348d3d7710f038621e7f5de1546af224c651,0.9988829,1,[0xed7df3fa78052060e76b5e12e1f76cef2bb65d26],0,1
0x3c3e09ed0a79ea86d052afc34bc0b3452cc95fe3,0.9988805,1,[],12635,
0xcf01bd7eace7336cff9d51926268108c19dc4047,0.9988799,1,[],0,
0x1b623ebc493021b6668b26cc87855f0eb3ed40cd,0.998878,5,[0x3df721597373a32eee96fffaa7d797a7c5783e0d],0,5
0x21c44ae2a6ed10c4801e6c4285a0573777a8a781,0.99887776,1,[0x2e96f004535e69bbd99b5664e2e348018b7dfdeb],2715,1
0x90162ad4623910bd53ea3c1f64acbf360678f8ba,0.9988777,4,[],67952,
0xbf1480bd483e623ac606328455dbf4901f3dc774,0.99887663,1,[],6148,
0x7bbf6c58849eeaedb2498dc721985cb8e93426ec,0.9988747,1,[0x7a11d1cdd55e7bd0c2bde03d6ee533ba389977a0],148968,1
0xeec2e7e091442008361b002ae1220bde3a41cfec,0.9988736,2,[0xeec2e7e091442008361b002ae1220bde3a41cfec],30467,2
0x52550898508dfdb2009a14f72ef947575fa1c195,0.9988709,1,[0x52550898508dfdb2009a14f72ef947575fa1c195],6651,1
0x987fd702961f06fe4fdca79d431e2181b58c97de,0.9988705,5,[0xe3370c6ae02a381035919d191f4de2cac0676159],1532,5
0x0725d467999ebb9108edd02898e5db530b67a8dc,0.99886954,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],322,164
0x79b360ccc4530a3ee71982d384919d78140c47ff,0.9988695,39,[0xfe647d1cbe1ae42bf919ce2805dbecf8809516ef],148317,39
0xcc1004304901bd943079f2e75b642b77a094293a,0.9988629,1,[0xcc1004304901bd943079f2e75b642b77a094293a],99636,1
0x0135c5c818ddccf51d27d4e4f5fc385e07bb9d21,0.9988615,12,[0x2f42d4a3871ece8cefcdb1900939619862f10a21],38378,32
0x8ddcb5151a62e9855615ee59e40e149baabd6666,0.9988599,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],204,164
0x7fe2547bcb8fce1d51f2a2c0d9d93174cd05b3f9,0.99885875,65,[],78273,
0x93f0ba8e3ebb162d5ce69b3dfd1e420e8c7cf38b,0.9988583,1,[0xe6cd21ac3cc4ae817586121ad8f4034692c59692],0,1
0x20b1efffa03289d5e00f6e12c1b0db099a80e77d,0.99885464,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0xc2b279d588ffce397fc3336b4b743737ae3f075c,0.99884737,2,[],1270,
0x4cf5553dc8818bcf95a03a0b7e37971ce424dbe7,0.9988435,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0xf3a88fae6ffe731015fb53fb2fa193c9177f87e3,0.9988414,1,[0x68172fe830d9d4908e5622983374131701642985],150102,1
0x01c0b54776e25a93eced5e5d570edd73b1b6fbd0,0.99883777,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],313,164
0x0941e5afcba33830bcca543564989be6a8fcc5d3,0.9988365,2,[0xb78620fe121123040f41cb9df0fbec6de5fe6bfe],1312,2
0xbb5b9b54f547e3dd4f51ac54636558549291c77e,0.9988363,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],182,164
0x78015aca82a93d28d5f5f51cbb3411c4c982637a,0.9988355,25,[0x63b08c7fa733e4b5106b5a22ec915b61e305d71d],143113,25
0x32bfacbc600abb15b6853a503f62c4538a4b40f9,0.9988352,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0xdb057bd5018cc5896fa635c065e324dfee410340,0.9988346,1,[0xac1f3eb4f059da74a13c8dcb771d34cab1309938],80766,1
0x62d94ebbfa9a49f537b192ebf3899f0db2b4f6c2,0.9988342,1,[],0,
0xa4b46a78f6a35d4246b3e46e7ce59e087ccd3345,0.99883246,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x210f0adbb5543d9555c749f913565637e7646622,0.99883175,10,[],18142,
0xf03d3903984795a2e61909f12f89c2f34de3e017,0.9988309,1,[0xf489b2aeaa091deffd47ae24b707135b196a124a],0,1
0x6cbf9051661319a7717813a7d0cd23b969ba40dc,0.9988262,2,[0x6cbf9051661319a7717813a7d0cd23b969ba40dc],98770,2
0xa5b0911fb7fa40b24ef9204f0ac53cfd9651bd20,0.9988183,10,[0xa04b80276fe215ff4c922a0e356f7b8f2f79c6a5],15914,50
0x90bfda9b4f4d56891ef3cd021a66e50a4c38dc01,0.9988181,1,[0xdf5af9103bd7574f0448a806544bae66fc6da6c9],81090,1
0x3e53174e7ebd1d740653be331c04ba1f31aff4cc,0.998816,1,[0xc54aee9975101fbb0950b9013d3703a9def5dd73],1877,10
0x8a63581708c1d57a8487dab3bc103ea7e1157556,0.99881464,1,[],43204,
0x5e0e0fc73c9d829745e645e8509b26ad2cd570dd,0.99881405,6,[0xe5ed868544e5d05532471a87a1fb1b6935753393],149943,6
0xf74ff357ac65e63921e066836259ebb7811370ae,0.99880177,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0x8ddfb8d43244e6b9936b08928892ecb6921cba34,0.9987992,1,[0x0eb94aacb2678f35f1182b8e9ad2da2b0064dc8e],158584,1
0x3a97c4d45780cb0fc4c3360a159dc34880471e40,0.99879724,1,[0x3a97c4d45780cb0fc4c3360a159dc34880471e40],146152,1
0xb43171fee51ad2675e7fb4a6e3c5bbb9ed2f8265,0.9987955,1,[],3281,
0x473916f7db7cb487a7a7197682765099b4d26c23,0.9987946,22,[0x917fc5cc9a99a4950225f3791191ab0164610b87],152754,22
0x5a7d6a58d754cb0d4de1e79173191d7c2f3aa9de,0.9987937,10,[0xa04b80276fe215ff4c922a0e356f7b8f2f79c6a5],13362,50
0x42f0c1592c81ce6a07fe2ed6457d320026411560,0.99879146,1,[0x28d3b82b8040604c68698136886fc81d882d76c0],90475,1
0x3d8adaed14c50c8bbd63ea6d7d20ffff56cbd79a,0.9987887,1,[],0,
0x38d5ad834f464d441444e53588e65deccfe326bb,0.998788,20,"[0x413d6a8a5138603f31ae1e37442eaa28baa66801,0x6c0cb068c09d81a1f93b66f3f1e18b8da875a8d4,0x2129d039d6a5edae610e1da2b1476b7e01017b14,0x106628b22dc3200626b4871f28fa2a881bb685f6,0xb51522443bbb2efd8077d5be2a15d3ff967f202a,0xa14080f167a44d1a0b6167106c3deb5992148241,0xdb4db2a481432358118614623c5e97ca1dd2bbbc,0x8d120070c57ef0210dc3a671699c0778562fa622,0x087b4256d1db1a4cede3525feb1a0a8a165d93a7,0xe47e5ec7dcaf2425f5191a7b6ceef869b59e010c,0x921b2c3fa9adb9770e4b1bc1a8564a93933b815b,0xf2c7aca39cc8f7b53058336315116b054160b44c,0x21e0c545707c73fceb821b9b4d478de00b6b90ec,0xc453870cf6d57c6e732c8fc73c8eabbb6f73ca91,0x1b44533bf0900b28a587945f0efe778421cdc95b,0x972c68c824d115c09894232181591ed3d0cde2e9,0xe0046025f1ea0d0af4bd30e6c701e9584c563dcc,0x5f27f5099ec52afc9b4d2aae78f72b4994172c30,0x20abb2820b8512875168f9bcb279407cdb6a811d,0xda9015c13f89e939d82a155190112aa03d635c4e]",108206,20
0x80d0d54050c15971b21e877d95441800f5aa9ee8,0.9987875,2,[],489,
0xcb00a274bc98a731b26eeb5332ca8e4cfa7269fd,0.99878424,5,[0xcb00a274bc98a731b26eeb5332ca8e4cfa7269fd],10566,5
0xd335f007f24d76c0cac291540cb6207009c61237,0.99878347,5,[0xd335f007f24d76c0cac291540cb6207009c61237],1076,3
0x1c4d09d1f0b02774196031717e9328f74fff678d,0.9987791,2,[0x1c4d09d1f0b02774196031717e9328f74fff678d],0,7
0xb0a32187cbcdcae927557a054c6895861b6e92fd,0.9987787,2,"[0x469ffbf7ab3848de0ded7002caebeca824bd78a4,0x9c083b4b460c92b79dab43fedf9e8d57bbc3aaa7]",156239,2
0x14f911dda85ec705a96f0e5ce10ab17897018226,0.99877816,1,[0x14f911dda85ec705a96f0e5ce10ab17897018226],1414,1
0xd3b51a14d5a781a9982c8fbffd23fb3ec308b400,0.99877536,2,"[0xf728ef6983ed4a0f98a8bdd5b2471eb1524a02b4,0x6c2463347a3f1f2d03708ac4df683cec2c933ce1]",5430,2
0xc3db4d65973b20e88dfa646e07b6f8189ddc1ba6,0.9987752,1,[],1367,
0x39f51ec055b4dc16307e0e3eb4b3c97721ef276b,0.9987751,5,[0x69ebfa657751268df7ffcf00546356e4fbf2dbda],23089,5
0xb5d695193fc25e9b2e3588f9a45c77ae09d88def,0.9987743,3,"[0xca55e13bcccb560432372632e9043cb0163e591e,0xca55e1269cb0b545245f7ab2f362f8c23191c01b,0xca55e1175b8f8b1a69ccd81d25ee9fee99e14a15]",135929,3
0x8969e5fff64e13a392eb8472f1186a30402a5924,0.99877197,1,[],0,
0x561c495c0b0371bf48c205438a38ff0f505736ba,0.9987685,3,"[0x2378889977c7f789bb516d410ee35c8e722b87fe,0x05e2d58f3a37925560f06585f48237169af3c0d3,0xeacbbe7db28312b9686db73bea5d198f9c10bf5b]",82285,3
0xcd5703327bc5afd362fd0fc8491f2e572e6fa596,0.9987647,1,[0xf25c759401bfe5e0e0eba3c59579556dbba93f08],0,164
0xa5c04f550393b437acf9c1bb175183d840055394,0.99876326,6,[0xd15f47c16bd277ff2dee6a0bd4e418165231cb69],1057,6
0x4c61dd58d71885dc2ea733b7210181e13faa3ea0,0.99876297,1,[0xbb5c75a57f195de48796b80dd2ddedc2a212e295],0,1
0xc708fa91d77f5bbab1e61f68f48474db673510f0,0.9987615,1,[0x804ad41ab7f3b506517f26b105a484bdbd66e726],17099,2
0xf5685c9c64ca9e992214c06a3c314eadd07331fd,0.9987522,1,[0xbae397e91333e0b6df8f2c452176bc51b483bfb7],4656,1
0x8e1d8b147cc4c939a597dc501c47cc8b4ab26bd5,0.9987486,10,[0xb9dfb7d9710385358b8e4c95351900f000889cb3],0,10
0x3abb7d15ece8ae60b418f66fbf52a1d58f8871f9,0.9987484,2,[0x7ba136efeba56a3ea38fb05c3a3226265e1eaf24],38628,2
